filename,d(ebr),t(ebr),d(ebe),t(ebe),d(ebm),t(ebm),d(efr),t(efr),d(efe),t(efe),d(efm),t(efm),d(sbr),t(sbr),d(sbe),t(sbe),d(sbm),t(sbm),d(sfr),t(sfr),d(sfe),t(sfe),d(sfm),t(sfm),d(ibr),t(ibr),d(ibe),t(ibe),d(ibm),t(ibm),d(ifr),t(ifr),d(ife),t(ife),d(ifm),t(ifm)
wt_100_088.txt,391.87,6.31,95.30,3.76,100.79,0.82,622.41,4.69,10.56,3.18,100.77,0.54,2.97,511.43,9.42,313.75,1.38,284.89,9.95,2649.88,4.61,2024.80,1.76,1255.34,119.72,64.41,73.27,59.84,42.73,35.24,51.89,256.95,10.38,80.14,35.46,44.71
wt_100_089.txt,454.08,7.95,95.50,3.57,147.87,0.49,575.15,4.20,46.27,3.99,147.87,0.46,3.97,445.23,5.36,324.65,4.00,302.75,3.97,2230.65,3.97,1602.16,3.97,1512.68,122.17,79.74,95.04,51.39,107.16,31.82,126.28,272.17,46.27,111.14,101.08,49.72
wt_100_090.txt,454.71,4.93,84.59,4.97,69.98,0.53,383.17,5.11,1.16,4.48,69.98,0.45,4.25,688.83,9.22,476.71,2.35,306.21,2.37,2965.84,1.74,2521.14,1.83,1388.23,114.27,76.73,78.96,58.46,67.35,11.88,45.06,272.99,4.36,105.68,66.17,14.42
wt_100_091.txt,102.47,13.65,63.41,9.26,50.94,1.76,111.92,7.07,0.20,9.67,50.91,1.41,0.31,571.98,0.40,630.94,1.21,577.12,0.15,5997.33,0.15,6678.34,0.15,4886.73,17.54,91.43,11.84,91.25,28.17,36.87,6.62,277.19,0.34,220.79,21.30,115.12
wt_100_092.txt,77.43,9.03,27.74,11.43,33.00,1.59,107.64,6.70,0.62,8.50,33.00,1.15,0.52,749.41,1.06,602.36,0.57,463.76,1.27,4916.59,1.15,5391.40,0.39,3052.02,16.50,90.56,16.64,101.99,20.01,65.40,5.80,267.79,0.37,199.10,17.99,63.11
wt_100_093.txt,76.65,9.37,23.02,11.24,29.34,1.69,48.44,5.68,0.30,8.54,29.29,1.14,0.03,701.37,0.13,626.90,0.68,638.02,0.59,6304.48,0.88,6738.63,0.88,5035.56,8.75,80.52,10.10,89.67,11.14,88.70,3.26,294.31,0.30,201.35,10.00,94.12
wt_100_094.txt,98.49,12.33,39.82,10.92,28.16,1.31,104.26,5.53,0.72,8.27,28.08,1.08,0.34,652.39,1.42,730.92,1.01,434.68,0.64,5313.10,0.64,5760.19,0.47,2986.73,27.75,59.75,17.51,95.34,20.71,29.06,7.88,300.39,0.64,207.77,21.03,61.02
wt_100_095.txt,109.10,8.92,40.51,11.33,37.76,2.00,96.81,6.56,0.37,9.42,37.65,1.43,0.20,563.00,0.75,612.26,0.96,544.08,0.59,5217.54,0.36,6298.49,0.75,4051.79,13.66,106.48,16.67,111.50,23.87,31.17,2.86,274.81,0.55,223.80,24.18,80.84
wt_100_096.txt,47.68,14.22,27.63,15.64,26.05,3.65,28.18,10.65,0.01,11.86,26.05,2.62,0.17,614.00,0.11,569.40,0.43,540.07,0.36,7294.86,0.37,9442.06,0.35,6474.27,0.29,107.39,6.49,83.23,6.55,69.84,0.18,315.00,0.01,263.30,1.63,173.55
wt_100_097.txt,32.25,12.83,19.99,15.81,10.68,3.36,29.52,9.45,0.04,11.97,10.68,2.02,0.00,689.56,0.02,604.80,0.09,661.02,0.02,8412.67,0.02,8633.88,0.03,5503.60,0.09,73.63,0.48,95.77,3.20,70.78,0.06,292.13,0.00,264.90,1.12,131.05
wt_100_098.txt,20.02,15.72,3.56,21.82,16.00,5.57,42.72,10.79,0.04,11.21,15.99,3.90,0.02,573.58,0.03,563.98,0.14,511.35,0.06,7756.65,0.06,7654.37,0.05,6788.75,1.34,65.60,0.36,85.30,2.42,88.33,0.09,257.90,0.01,244.92,1.52,194.78
wt_100_099.txt,17.01,17.27,2.66,19.29,11.13,4.62,6.89,11.55,0.01,10.32,11.04,2.90,0.02,558.83,0.01,581.28,0.01,537.70,0.04,8476.36,0.14,9188.93,0.06,6928.72,0.55,87.89,0.15,71.81,2.63,75.39,0.07,271.97,0.01,254.68,2.38,137.15
wt_100_100.txt,39.85,14.61,8.43,19.68,14.74,3.98,32.13,9.12,0.09,10.87,12.91,2.98,0.17,558.79,0.08,583.71,0.24,533.76,0.09,7723.21,0.09,8253.83,0.09,5808.71,3.22,64.79,2.10,85.28,6.14,64.27,0.52,307.53,0.08,259.13,2.61,140.39
wt_100_101.txt,(76533),2.84,(0),0.01,(0),0.01,(92635),2.07,(0),0.01,(0),0.01,(0),82.00,(0),4.26,(0),4.35,(0),332.34,(0),4.35,(0),4.31,(11502),27.81,(0),0.37,(0),0.37,(4219),107.86,(0),0.37,(0),0.37
wt_100_102.txt,(164564),2.91,(0),0.01,(0),0.01,(56725),1.87,(0),0.01,(0),0.01,(0),66.17,(0),4.34,(0),4.32,(0),221.46,(0),4.63,(0),4.44,(5891),18.91,(0),0.37,(0),0.37,(4409),74.35,(0),0.37,(0),0.37
wt_100_103.txt,(54678),2.84,(0),0.01,(0),0.01,(87188),1.40,(0),0.01,(0),0.01,(0),103.59,(0),4.39,(0),4.31,(0),321.33,(0),4.31,(0),4.34,(3806),36.94,(0),0.37,(0),0.37,(2410),97.29,(0),0.41,(0),0.37
wt_100_104.txt,(65240),2.09,(0),0.01,(0),0.01,(74163),2.25,(0),0.01,(0),0.01,(0),98.40,(0),4.35,(0),4.49,(0),323.07,(0),4.36,(0),4.33,(23460),29.06,(0),0.38,(0),0.39,(2540),95.66,(0),0.38,(0),0.39
wt_100_105.txt,(64254),2.49,(0),0.01,(0),0.01,(53381),2.50,(0),0.01,(0),0.01,(0),67.65,(0),4.27,(0),4.30,(0),262.44,(0),4.44,(0),4.31,(5292),14.34,(0),0.37,(0),0.37,(3688),131.46,(0),0.37,(0),0.37
wt_100_106.txt,(187116),4.60,(0),0.01,(0),0.01,(175595),3.80,(0),0.01,(0),0.01,(0),183.46,(0),4.35,(0),4.25,(0),960.42,(0),4.50,(0),4.28,(26337),55.34,(0),0.38,(0),0.37,(11012),170.88,(0),0.37,(0),0.37
wt_100_107.txt,18546.02,7.10,95.14,0.05,40.32,0.04,16967.31,4.82,19.87,0.05,40.32,0.02,108.13,382.27,4.19,40.32,4.19,35.95,0.42,1102.62,0.42,70.69,2.77,30.79,5153.31,48.73,40.32,2.27,40.32,1.51,2232.19,238.13,19.87,1.06,40.32,0.63
wt_100_108.txt,(220314),6.01,(0),0.01,(0),0.01,(180275),3.45,(0),0.01,(0),0.01,(0),283.59,(0),4.43,(0),4.31,(0),1096.54,(0),4.56,(0),4.43,(56547),51.47,(0),0.38,(0),0.37,(27065),188.83,(0),0.37,(0),0.41
wt_100_109.txt,75557.76,7.92,0.00,0.01,0.00,0.01,59743.10,3.84,0.00,0.01,0.00,0.01,788.79,262.37,0.00,4.39,0.00,4.39,0.00,1157.25,0.00,4.43,0.00,4.35,26823.71,45.18,0.00,0.43,0.00,0.42,10762.93,220.19,0.00,0.37,0.00,0.37
wt_100_110.txt,(180053),6.84,(0),0.01,(0),0.01,(177260),4.04,(0),0.01,(0),0.01,(1041),315.73,(0),4.37,(0),4.28,(0),1264.20,(0),4.31,(0),4.31,(50981),76.16,(0),0.37,(0),0.37,(25601),225.47,(0),0.44,(0),0.37
wt_100_111.txt,163.96,8.92,68.24,5.91,44.39,0.63,240.14,5.10,2.32,5.48,44.55,0.34,0.85,680.13,5.85,707.33,2.43,460.43,1.37,4045.72,1.12,3136.42,0.31,1887.17,29.12,117.83,45.27,66.51,35.66,29.41,18.11,256.61,2.50,131.97,34.96,18.43
wt_100_112.txt,183.04,7.41,55.88,6.07,45.56,0.39,164.38,4.58,0.77,5.98,45.56,0.26,0.80,692.93,1.21,847.27,1.25,304.15,2.91,3662.73,1.69,4204.22,0.28,1850.25,39.82,69.49,20.86,84.39,29.38,38.25,7.84,303.39,0.71,138.26,24.60,34.53
wt_100_113.txt,343.97,6.04,83.08,4.60,131.86,0.46,276.74,5.42,5.02,4.15,131.09,0.45,2.97,646.52,7.66,642.35,3.00,380.12,3.13,2894.77,3.04,2869.45,2.18,2093.93,73.99,78.34,63.06,58.56,80.49,58.84,24.45,235.34,5.34,87.37,76.65,41.90
wt_100_114.txt,162.16,10.42,41.93,5.17,45.83,0.53,171.77,6.19,0.41,4.70,45.83,0.38,0.86,662.80,2.85,777.16,0.82,414.94,0.52,3835.59,0.65,3311.47,0.40,1897.21,17.72,91.02,19.43,84.81,18.50,61.38,7.22,310.52,0.30,105.93,21.14,43.60
wt_100_115.txt,351.27,7.19,59.70,3.53,87.91,0.62,327.61,4.64,6.82,2.78,87.44,0.44,1.29,631.17,4.08,462.98,1.82,285.41,4.12,2560.50,1.92,2089.13,1.41,1207.79,72.43,73.74,34.00,68.23,53.88,32.87,17.48,286.24,6.34,67.06,50.83,30.20
wt_100_116.txt,76.51,12.91,12.29,12.88,22.47,1.98,69.10,6.41,0.19,8.17,22.47,1.28,0.02,711.60,0.06,696.81,0.26,529.66,0.23,5935.41,0.23,6040.89,0.23,3814.72,2.78,115.78,4.80,80.35,5.73,64.99,0.74,288.83,0.17,182.29,4.09,102.90
wt_100_117.txt,116.52,11.49,21.39,9.49,27.88,1.42,66.49,6.21,0.07,7.32,27.68,1.01,0.36,647.24,0.12,675.63,0.54,470.42,0.57,5987.47,0.87,5868.31,0.71,3217.10,2.52,105.30,10.92,89.56,15.75,61.27,1.71,309.13,0.04,170.73,12.47,69.45
wt_100_118.txt,109.85,10.65,59.90,9.52,38.36,1.53,92.66,5.82,0.15,8.54,38.25,0.91,0.10,716.02,0.68,670.97,1.37,598.66,1.20,4610.90,0.64,6230.23,0.15,3595.23,8.42,109.29,20.38,89.28,21.60,67.95,2.20,307.35,0.25,201.66,19.15,75.67
wt_100_119.txt,105.50,11.61,54.86,10.28,37.27,1.05,110.09,6.12,0.19,9.01,37.27,0.82,0.13,664.71,0.56,695.60,1.11,697.26,0.25,5629.87,0.72,6697.96,0.25,3473.96,15.52,95.38,10.65,107.42,21.14,53.75,0.56,300.17,0.27,207.61,20.90,68.87
wt_100_120.txt,111.15,8.18,29.99,11.46,33.18,1.30,86.50,7.13,0.12,8.60,33.11,0.92,0.60,679.10,0.35,714.41,0.95,477.16,0.30,4573.67,0.55,6405.81,0.51,3378.28,9.44,85.27,6.09,108.55,13.72,83.76,1.89,304.85,0.09,193.88,10.57,96.39
wt_100_121.txt,46.73,13.27,36.53,13.70,12.41,2.85,19.21,10.61,0.08,10.69,12.41,2.14,0.10,645.95,0.07,646.77,0.14,516.25,0.34,6895.35,0.35,8308.05,0.34,3553.33,5.15,93.45,6.72,112.81,8.17,40.84,0.53,291.44,0.06,239.92,6.09,87.90
wt_100_122.txt,37.44,14.03,23.83,13.49,18.27,4.21,12.64,10.05,0.04,10.19,18.64,2.66,0.01,669.71,0.02,601.95,0.00,585.38,0.10,7786.79,0.10,8219.30,0.10,5565.28,0.63,59.30,1.48,81.69,1.64,93.42,0.11,319.45,0.03,252.11,1.19,182.36
wt_100_123.txt,77.59,12.13,15.22,15.82,23.93,3.23,61.68,7.36,0.07,10.75,23.94,2.21,0.05,582.45,0.08,587.96,0.38,531.71,0.20,7136.13,0.24,7953.69,0.24,5339.99,1.48,66.11,2.17,118.69,7.39,82.05,0.47,277.31,0.04,242.56,3.58,141.06
wt_100_124.txt,52.52,14.97,26.61,16.48,23.43,3.54,59.95,8.24,0.07,11.09,23.43,2.67,0.03,692.81,0.07,673.78,0.93,639.55,0.37,6655.19,0.45,7631.05,0.45,4460.72,5.97,76.65,15.67,76.53,11.59,73.29,0.73,259.53,0.21,265.31,8.76,133.51
wt_100_125.txt,38.68,13.58,8.83,19.43,16.25,3.32,21.75,9.93,0.19,11.97,16.29,2.58,0.09,584.10,0.17,638.05,0.10,561.11,0.38,6117.39,0.96,8013.08,0.34,4826.35,7.23,86.75,5.53,118.84,9.79,41.65,0.52,275.69,0.20,258.02,10.00,102.71
