filename,d(ebr),t(ebr),d(ebe),t(ebe),d(ebm),t(ebm),d(efr),t(efr),d(efe),t(efe),d(efm),t(efm),d(sbr),t(sbr),d(sbe),t(sbe),d(sbm),t(sbm),d(sfr),t(sfr),d(sfe),t(sfe),d(sfm),t(sfm),d(ibr),t(ibr),d(ibe),t(ibe),d(ibm),t(ibm),d(ifr),t(ifr),d(ife),t(ife),d(ifm),t(ifm)
wt_50_089.txt,163.68,1.46,81.03,0.71,79.65,0.19,255.85,0.95,7.90,0.81,80.40,0.13,2.55,33.95,7.97,39.53,3.75,28.24,2.49,119.24,1.63,134.63,0.75,91.49,35.15,6.13,60.23,4.72,62.74,4.17,14.92,17.94,15.61,9.08,50.81,3.61
wt_50_090.txt,305.53,1.36,68.25,0.67,89.63,0.16,400.30,0.95,16.71,0.50,89.63,0.14,4.40,37.77,6.90,32.50,4.17,18.96,5.02,130.42,3.88,145.95,1.05,76.79,86.28,9.28,86.39,5.87,35.10,3.37,29.93,18.34,16.71,6.60,35.10,4.72
wt_50_091.txt,67.10,1.61,36.98,1.81,30.18,0.33,78.22,0.93,0.36,1.26,30.18,0.23,0.33,39.56,0.42,42.33,0.36,26.33,0.16,192.25,0.20,232.76,0.16,147.35,12.62,7.53,9.20,10.68,14.25,5.25,2.98,14.78,0.09,15.13,11.07,7.57
wt_50_092.txt,73.06,1.68,38.85,1.46,36.39,0.12,46.52,1.29,1.06,1.08,36.39,0.10,0.80,41.67,0.55,40.56,0.64,29.10,1.77,179.71,2.89,215.08,1.12,112.46,9.89,8.90,20.38,7.00,34.85,1.15,4.95,18.68,1.06,13.76,34.85,2.10
wt_50_093.txt,49.81,1.34,10.44,1.10,30.62,0.16,78.49,0.81,0.27,0.84,30.62,0.11,0.27,48.45,0.95,29.10,0.36,32.05,0.17,171.42,0.17,155.39,0.17,121.08,3.55,8.94,9.05,6.09,21.27,3.36,2.61,17.22,1.57,10.76,19.23,4.40
wt_50_094.txt,132.68,2.06,53.37,1.22,36.87,0.21,110.00,0.81,1.01,0.87,36.87,0.13,1.60,36.98,4.17,32.95,0.56,19.90,1.69,156.45,2.09,178.98,0.58,89.10,35.14,8.86,35.82,7.28,25.61,2.88,21.55,20.32,1.01,11.45,19.09,3.99
wt_50_095.txt,51.95,2.49,27.45,1.84,16.42,0.22,91.24,1.02,1.27,1.09,15.70,0.17,0.25,40.30,4.73,35.35,0.79,23.88,3.42,151.36,3.42,182.03,0.46,77.86,34.66,8.46,25.94,6.43,16.42,1.82,4.41,16.83,0.74,13.69,15.70,2.91
wt_50_096.txt,12.38,1.72,0.99,2.09,8.63,0.44,5.69,1.32,0.20,1.15,8.63,0.29,0.04,37.95,0.04,38.81,0.00,26.59,0.04,249.49,0.04,225.93,0.04,138.88,2.12,6.08,2.19,8.87,4.79,4.65,0.23,18.54,0.20,13.67,1.04,7.30
wt_50_097.txt,19.34,2.91,3.59,1.95,8.21,0.55,19.67,1.27,0.09,1.11,8.21,0.34,0.00,39.41,0.06,34.06,0.00,32.51,0.13,293.41,0.13,271.48,0.13,179.48,0.41,8.04,2.75,6.57,3.18,6.93,0.93,19.53,0.09,13.44,2.63,7.25
wt_50_098.txt,27.62,1.91,11.22,2.26,12.72,0.40,20.98,1.53,0.26,1.30,12.72,0.28,0.01,42.28,0.06,40.08,0.01,29.67,0.09,229.57,0.09,294.47,0.09,145.25,0.92,6.92,0.01,11.86,1.91,7.29,0.87,19.91,0.26,16.48,2.09,8.40
wt_50_099.txt,14.24,2.24,1.92,1.97,5.45,0.67,2.17,1.56,0.15,1.07,5.45,0.37,0.01,38.89,0.01,33.97,0.01,28.69,0.02,257.98,0.11,226.55,0.11,132.48,0.26,6.04,0.11,8.22,2.62,5.70,0.25,17.12,0.15,13.11,2.62,6.63
wt_50_100.txt,21.81,1.97,10.66,2.28,15.97,0.74,21.89,1.27,0.07,1.34,15.98,0.48,0.04,37.10,0.00,34.68,0.55,33.23,0.00,250.86,0.00,266.02,0.00,216.72,7.56,6.67,2.03,5.60,5.58,6.24,0.63,13.47,0.07,16.35,3.73,11.09
wt_50_101.txt,(34556),0.51,(0),0.01,(0),0.01,(2241),0.55,(0),0.01,(0),0.01,(0),8.08,(0),0.58,(0),0.58,(0),19.46,(0),0.63,(0),0.63,(2815),3.50,(0),0.10,(0),0.10,(3019),8.18,(0),0.09,(0),0.09
wt_50_102.txt,(22287),0.57,(0),0.01,(0),0.01,(2621),0.46,(0),0.01,(0),0.01,(0),8.75,(0),0.58,(0),0.58,(0),15.72,(0),0.64,(0),0.64,(2716),3.27,(0),0.11,(0),0.11,(1383),15.25,(0),0.11,(0),0.11
wt_50_103.txt,(20547),0.19,(0),0.01,(0),0.00,(9993),0.34,(0),0.01,(0),0.00,(0),4.89,(0),0.60,(0),0.59,(0),8.04,(0),0.67,(0),0.63,(1901),2.18,(0),0.10,(0),0.10,(1059),7.70,(0),0.10,(0),0.10
wt_50_104.txt,(17333),1.24,(0),0.01,(0),0.01,(45704),0.47,(0),0.01,(0),0.01,(0),8.88,(0),0.63,(0),0.63,(0),11.39,(0),0.63,(0),0.63,(4130),2.94,(0),0.10,(0),0.10,(2052),12.87,(0),0.10,(0),0.10
wt_50_105.txt,(10793),0.78,(0),0.01,(0),0.01,(23316),0.50,(0),0.01,(0),0.01,(255),12.52,(0),0.58,(0),0.58,(0),21.44,(0),0.63,(0),0.63,(9842),2.77,(0),0.10,(0),0.10,(4709),11.60,(0),0.10,(0),0.10
wt_50_106.txt,(27300),1.48,(0),0.00,(0),0.01,(30595),0.61,(0),0.01,(0),0.01,(0),13.01,(0),0.59,(0),0.59,(0),65.64,(0),0.59,(0),0.59,(1376),5.22,(0),0.10,(0),0.10,(1718),12.43,(0),0.09,(0),0.10
wt_50_107.txt,2066.16,0.60,91.15,0.09,225.16,0.04,975.83,0.89,62.09,0.07,225.16,0.03,21.72,29.91,5.42,5.39,11.12,8.06,10.77,67.18,12.64,6.45,10.77,10.52,863.95,6.82,91.15,1.24,120.27,1.19,642.46,12.20,62.09,1.01,110.13,1.09
wt_50_108.txt,(32164),0.44,(0),0.01,(0),0.01,(31279),0.62,(0),0.01,(0),0.01,(57),17.41,(0),0.63,(0),0.64,(0),39.60,(0),0.64,(0),0.64,(8244),4.47,(0),0.10,(0),0.10,(1183),9.72,(0),0.10,(0),0.10
wt_50_109.txt,466.76,0.86,62.72,0.21,75.04,0.04,457.53,0.72,39.71,0.09,75.04,0.02,8.62,25.02,2.68,14.64,1.42,7.80,3.73,56.55,0.82,17.10,0.23,14.20,215.54,6.31,62.76,2.49,75.04,0.58,118.51,15.86,39.71,0.74,75.04,0.21
wt_50_110.txt,2678.76,0.72,61.62,0.05,130.81,0.02,1315.68,0.68,61.62,0.04,130.81,0.02,36.06,23.68,15.44,5.25,17.99,5.94,11.20,47.64,14.05,8.47,14.05,5.71,727.18,6.59,61.62,0.83,61.62,0.62,1169.81,16.25,61.62,0.60,61.62,0.60
wt_50_111.txt,238.90,0.88,33.49,0.47,27.39,0.05,229.91,0.67,12.97,0.37,27.39,0.03,0.75,34.62,4.36,29.50,0.68,14.13,3.41,98.18,2.82,75.92,0.44,22.07,84.80,5.32,18.99,6.33,20.53,1.61,35.70,17.95,12.97,5.16,16.16,2.05
wt_50_112.txt,512.13,0.97,66.12,0.31,82.25,0.10,332.87,0.94,63.79,0.23,82.25,0.06,1.14,31.58,3.64,19.56,0.42,16.28,6.30,86.47,5.36,57.32,1.61,32.20,104.18,4.94,31.85,4.92,68.89,2.23,80.87,9.34,26.22,3.50,68.89,1.62
wt_50_113.txt,169.35,1.80,42.20,0.56,65.07,0.24,178.39,0.80,11.36,0.59,62.86,0.12,3.32,39.79,6.41,29.19,1.36,27.06,3.61,95.58,3.05,77.70,2.15,63.97,39.33,6.18,22.88,6.90,46.66,3.56,18.82,17.66,11.30,7.28,15.34,5.43
wt_50_114.txt,445.37,1.20,128.00,0.60,92.18,0.03,373.96,0.74,7.22,0.45,92.18,0.02,10.18,30.21,9.01,14.10,1.16,15.61,3.14,101.82,4.12,93.92,11.02,19.47,87.55,5.82,90.38,6.92,55.81,2.20,27.04,17.31,7.05,6.35,55.81,0.92
wt_50_115.txt,551.10,1.52,42.37,0.39,88.13,0.09,339.68,1.02,21.51,0.25,87.22,0.06,7.21,34.10,3.46,11.50,8.07,11.99,6.98,66.01,7.09,31.86,0.00,23.95,190.33,6.05,30.39,3.67,43.62,1.81,37.42,17.04,21.51,3.11,20.75,2.51
wt_50_116.txt,108.14,0.84,53.54,1.31,50.59,0.16,78.62,0.79,0.96,0.88,50.59,0.10,2.61,34.49,4.61,44.87,3.22,21.98,0.65,112.59,0.64,159.90,1.82,72.00,27.67,5.78,29.90,6.34,44.53,2.72,1.86,19.39,0.96,10.98,43.84,2.01
wt_50_117.txt,82.02,1.24,15.70,1.59,34.85,0.31,42.90,1.31,0.01,0.99,34.82,0.15,0.24,36.77,0.08,40.06,0.59,32.87,0.29,153.18,0.29,202.34,0.29,131.66,9.71,9.24,11.87,6.94,17.25,6.35,5.26,18.16,0.01,11.80,14.73,5.72
wt_50_118.txt,112.81,1.17,10.11,1.76,32.87,0.25,116.58,0.86,0.70,1.08,33.19,0.17,0.45,51.23,0.27,44.82,0.43,35.78,0.19,171.63,0.19,208.32,0.22,113.67,19.41,10.11,13.88,9.12,10.74,5.57,3.47,19.25,0.70,11.83,12.24,5.84
wt_50_119.txt,47.72,1.53,16.50,1.72,19.94,0.32,53.40,0.92,0.10,1.22,19.02,0.21,0.09,31.76,0.10,38.98,0.25,45.24,0.13,194.73,0.13,262.75,0.13,150.10,0.24,10.70,8.94,7.49,5.63,7.99,1.01,15.24,0.10,15.56,2.14,8.06
wt_50_120.txt,19.55,2.14,18.92,1.87,29.71,0.26,25.58,1.02,0.21,1.16,30.20,0.14,0.09,36.52,0.12,40.93,0.65,28.82,0.52,219.97,0.31,226.93,0.21,162.54,3.48,6.58,6.80,11.15,9.87,6.36,1.43,18.75,0.15,14.06,6.01,8.44
wt_50_121.txt,31.60,2.46,31.60,1.66,26.76,0.43,25.65,1.29,0.81,1.13,26.76,0.25,0.01,38.71,0.07,36.23,0.48,36.52,0.66,200.75,0.66,228.22,0.66,142.26,11.67,6.09,10.20,8.20,18.99,4.84,3.97,17.64,0.81,14.17,17.84,5.03
wt_50_122.txt,28.22,2.04,16.38,2.16,22.50,0.50,29.71,0.90,0.28,1.35,22.50,0.33,0.05,38.91,0.23,35.69,0.06,31.48,1.64,216.57,0.58,286.55,0.58,181.41,2.78,6.89,0.60,11.27,6.54,9.11,2.78,16.86,0.28,16.89,4.53,9.76
wt_50_123.txt,16.77,1.77,27.69,1.92,11.43,0.43,48.26,1.21,0.05,1.30,11.52,0.28,0.53,39.78,0.00,43.01,0.74,29.90,0.01,231.40,0.01,275.96,0.01,162.77,6.30,9.27,3.68,8.64,8.90,3.96,1.70,18.60,0.05,16.12,8.40,5.40
wt_50_124.txt,32.36,2.27,8.75,2.03,15.20,0.30,17.99,1.47,0.03,1.16,15.20,0.19,0.04,38.96,0.09,37.76,0.04,33.03,0.08,228.81,0.09,242.56,0.08,157.49,3.50,7.31,5.15,10.03,7.68,4.56,0.49,18.57,0.09,14.32,4.19,5.73
wt_50_125.txt,82.30,1.20,11.96,1.77,12.37,0.37,25.75,1.08,0.01,1.17,12.37,0.22,0.16,39.75,0.05,39.17,0.46,37.69,0.05,218.13,0.05,235.62,0.10,127.73,2.35,8.37,8.92,7.32,5.14,4.65,1.41,18.24,0.03,13.33,4.81,4.44
